zip,primary_city,state,county,timezone,latitude,longitude
46225,Indianapolis,IN,Marion County,America/Indiana/Indianapolis,39.77,-86.14
40241,Louisville,KY,Jefferson County,America/Kentucky/Louisville,38.22,-85.74
78006,Boerne,TX,Kendall County,America/Chicago,29.8,-98.73
94117,San Francisco,CA,San Francisco County,America/Los_Angeles,37.76,-122.44
85381,Peoria,AZ,Maricopa County,America/Phoenix,33.61,-112.23
49423,Holland,MI,Allegan County,America/Detroit,42.77,-86.1
63144,Saint Louis,MO,St Louis County,America/Chicago,38.63,-90.24
10576,Pound Ridge,NY,Westchester County,America/New_York,41.21,-73.57
75771,Lindale,TX,Smith County,America/Chicago,32.5,-95.4
73106,Oklahoma City,OK,Oklahoma County,America/Chicago,35.46,-97.51
11207,Brooklyn,NY,Kings County,America/New_York,40.64,-73.94
85382,Peoria,AZ,Maricopa County,America/Phoenix,33.65,-112.24
33012,Hialeah,FL,Miami-Dade County,America/New_York,25.86,-80.29
60617,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
78222,San Antonio,TX,Bexar County,America/Chicago,29.45,-98.5
94027,Atherton,CA,San Mateo County,America/Los_Angeles,37.44,-122.2
94945,Novato,CA,Marin County,America/Los_Angeles,38.13,-122.56
60605,Chicago,IL,Cook County,America/Chicago,41.83,-87.68
95008,Campbell,CA,Santa Clara County,America/Los_Angeles,37.28,-121.95
91803,Alhambra,CA,Los Angeles County,America/Los_Angeles,34.07,-118.14
96814,Honolulu,HI,Honolulu County,Pacific/Honolulu,21.3,-157.85
92591,Temecula,CA,Riverside County,America/Los_Angeles,33.53,-117.1
12801,Glens Falls,NY,Warren County,America/New_York,43.31,-73.64
18702,Wilkes Barre,PA,Luzerne County,America/New_York,41.24,-75.87
30350,Atlanta,GA,Fulton County,America/New_York,33.97,-84.32
86314,Prescott Valley,AZ,Yavapai County,America/Phoenix,34.66,-112.29
27519,Cary,NC,Wake County,America/New_York,35.78,-78.79
80503,Longmont,CO,Boulder County,America/Denver,40.17,-105.11
80305,Boulder,CO,Boulder County,America/Denver,40.02,-105.25
91107,Pasadena,CA,Los Angeles County,America/Los_Angeles,34.16,-118.08
12871,Schuylerville,NY,Saratoga County,America/New_York,43.1,-73.58
92028,Fallbrook,CA,San Diego County,America/Los_Angeles,33.39,-117.29
78071,Three Rivers,TX,Live Oak County,America/Chicago,28.46,-98.17
18950,Point Pleasant,PA,Bucks County,America/New_York,40.42,-75.11
32746,Lake Mary,FL,Seminole County,America/New_York,28.75,-81.33
75240,Dallas,TX,Dallas County,America/Chicago,32.79,-96.76
38053,Millington,TN,Shelby County,America/Chicago,35.33,-89.88
21811,Berlin,MD,Worcester County,America/New_York,38.32,-75.21
75452,Leonard,TX,Fannin County,,33.38,-96.24
